symbol='MAINIDX', expiryDate='27JUL23', strike='19350', option='PE', LTP=71510, LTQ=50, totalTradedVolume=50, bestBid=70840, bestAsk=71990, bestBidQty=150, bestAskQty=200, openInterest=1850, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472982, prevClosePrice=8550, prevOpenInterest=8200
symbol='ALLBANKS', expiryDate='27JUL23', strike='44600', option='PE', LTP=82880, LTQ=125, totalTradedVolume=125, bestBid=82465, bestAsk=82840, bestBidQty=450, bestAskQty=25, openInterest=13900, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472930, prevClosePrice=7800, prevOpenInterest=5650
symbol='MAINIDX', expiryDate='27JUL23', strike='17200', option='PE', LTP=900, LTQ=50, totalTradedVolume=50, bestBid=894, bestAsk=905, bestBidQty=3200, bestAskQty=1000, openInterest=734950, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472586, prevClosePrice=46300, prevOpenInterest=28700
symbol='MIDCAP', expiryDate='05JUL23', strike='7950', option='PE', LTP=7009, LTQ=0, totalTradedVolume=0, bestBid=8070, bestAsk=8660, bestBidQty=75, bestAskQty=75, openInterest=150, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=473001, prevClosePrice=900, prevOpenInterest=150
symbol='ALLBANKS', expiryDate='20JUL23', strike='43800', option='CE', LTP=72005, LTQ=0, totalTradedVolume=0, bestBid=65110, bestAsk=68025, bestBidQty=100, bestAskQty=50, openInterest=400, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471870, prevClosePrice=1850, prevOpenInterest=800
symbol='ALLBANKS', expiryDate='27JUL23', strike='47000', option='CE', LTP=2065, LTQ=1900, totalTradedVolume=1900, bestBid=2070, bestAsk=2095, bestBidQty=100, bestAskQty=850, openInterest=265025, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472182, prevClosePrice=27725, prevOpenInterest=12450
symbol='MAINIDX', expiryDate='31AUG23', strike='17700', option='CE', LTP=101990, LTQ=0, totalTradedVolume=0, bestBid=101990, bestAsk=101990, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472624, prevClosePrice=4900, prevOpenInterest=5950
symbol='ALLBANKS', expiryDate='27JUL23', strike='48500', option='CE', LTP=1205, LTQ=0, totalTradedVolume=0, bestBid=1205, bestAsk=1390, bestBidQty=1225, bestAskQty=400, openInterest=6200, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471617, prevClosePrice=12375, prevOpenInterest=5100
symbol='MAINIDX', expiryDate='06JUL23', strike='20050', option='CE', LTP=85, LTQ=5900, totalTradedVolume=5900, bestBid=85, bestAsk=90, bestBidQty=10900, bestAskQty=9000, openInterest=179150, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472386, prevClosePrice=351700, prevOpenInterest=110800
symbol='FINANCIALS', expiryDate='04JUL23', strike='21500', option='CE', LTP=35, LTQ=520, totalTradedVolume=520, bestBid=30, bestAsk=35, bestBidQty=26040, bestAskQty=50440, openInterest=258200, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472823, prevClosePrice=630080, prevOpenInterest=175440
symbol='FINANCIALS', expiryDate='25JUL23', strike='19500', option='PE', LTP=18450, LTQ=0, totalTradedVolume=0, bestBid=22090, bestAsk=27445, bestBidQty=40, bestAskQty=80, openInterest=880, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472387, prevClosePrice=3520, prevOpenInterest=1000
symbol='ALLBANKS', expiryDate='27JUL23', strike='41800', option='PE', LTP=7050, LTQ=1250, totalTradedVolume=1250, bestBid=6975, bestAsk=7045, bestBidQty=150, bestAskQty=150, openInterest=25100, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471664, prevClosePrice=13525, prevOpenInterest=6400
symbol='MAINIDX', expiryDate='20JUL23', strike='17900', option='CE', LTP=74615, LTQ=0, totalTradedVolume=0, bestBid=70540, bestAsk=75255, bestBidQty=150, bestAskQty=150, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472767, prevClosePrice=5950, prevOpenInterest=5150
symbol='ALLBANKS', expiryDate='28SEP23', strike='39500', option='CE', LTP=480039, LTQ=0, totalTradedVolume=0, bestBid=480039, bestAsk=480039, bestBidQty=0, bestAskQty=0, openInterest=15, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=473014, prevClosePrice=915, prevOpenInterest=0
symbol='MAINIDX', expiryDate='20JUL23', strike='17850', option='PE', LTP=1600, LTQ=0, totalTradedVolume=0, bestBid=1600, bestAsk=1600, bestBidQty=0, bestAskQty=0, openInterest=1950, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471964, prevClosePrice=21500, prevOpenInterest=7000
symbol='ALLBANKS', expiryDate='27JUL23', strike='41400', option='CE', LTP=312000, LTQ=0, totalTradedVolume=0, bestBid=262955, bestAsk=288055, bestBidQty=750, bestAskQty=750, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472472, prevClosePrice=3950, prevOpenInterest=3925
symbol='FINANCIALS', expiryDate='04JUL23', strike='19850', option='PE', LTP=42925, LTQ=0, totalTradedVolume=0, bestBid=43965, bestAsk=44365, bestBidQty=80, bestAskQty=80, openInterest=1280, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472546, prevClosePrice=43120, prevOpenInterest=17880
symbol='ALLBANKS', expiryDate='27JUL23', strike='45700', option='CE', LTP=8460, LTQ=225, totalTradedVolume=225, bestBid=8470, bestAsk=8540, bestBidQty=25, bestAskQty=1100, openInterest=50750, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471713, prevClosePrice=14400, prevOpenInterest=7350
symbol='ALLBANKS', expiryDate='06JUL23', strike='42400', option='PE', LTP=1585, LTQ=44300, totalTradedVolume=44300, bestBid=1575, bestAsk=1585, bestBidQty=400, bestAskQty=1450, openInterest=393725, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472319, prevClosePrice=323600, prevOpenInterest=33225
symbol='MAINIDX', expiryDate='28SEP23', strike='18200', option='PE', LTP=17810, LTQ=250, totalTradedVolume=250, bestBid=17695, bestAsk=17905, bestBidQty=100, bestAskQty=250, openInterest=66350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472667, prevClosePrice=5200, prevOpenInterest=4500
symbol='ALLBANKS', expiryDate='31AUG23', strike='42100', option='CE', LTP=227330, LTQ=0, totalTradedVolume=0, bestBid=187840, bestAsk=257700, bestBidQty=45, bestAskQty=885, openInterest=75, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=473038, prevClosePrice=945, prevOpenInterest=930
symbol='FINANCIALS', expiryDate='04JUL23', strike='19900', option='CE', LTP=180, LTQ=134840, totalTradedVolume=134840, bestBid=175, bestAsk=180, bestBidQty=30680, bestAskQty=17640, openInterest=1823600, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471546, prevClosePrice=1096520, prevOpenInterest=226200
symbol='MAINIDX', expiryDate='27JUL23', strike='16550', option='CE', LTP=162295, LTQ=0, totalTradedVolume=0, bestBid=190850, bestAsk=216055, bestBidQty=1500, bestAskQty=1500, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472786, prevClosePrice=6050, prevOpenInterest=6050
symbol='ALLBANKS', expiryDate='27JUL23', strike='38700', option='PE', LTP=1525, LTQ=0, totalTradedVolume=0, bestBid=1120, bestAsk=1964, bestBidQty=300, bestAskQty=50, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472346, prevClosePrice=3325, prevOpenInterest=50
symbol='MAINIDX', expiryDate='06JUL23', strike='17600', option='CE', LTP=100370, LTQ=0, totalTradedVolume=0, bestBid=97375, bestAsk=97530, bestBidQty=150, bestAskQty=250, openInterest=94350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471989, prevClosePrice=22450, prevOpenInterest=25200
symbol='ALLBANKS', expiryDate='13JUL23', strike='47000', option='CE', LTP=750, LTQ=50, totalTradedVolume=50, bestBid=735, bestAsk=765, bestBidQty=200, bestAskQty=150, openInterest=10400, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471800, prevClosePrice=16875, prevOpenInterest=8575
symbol='MAINIDX', expiryDate='28SEP23', strike='', option='XX', LTP=1880300, LTQ=900, totalTradedVolume=900, bestBid=1879809, bestAsk=1880509, bestBidQty=100, bestAskQty=100, openInterest=187300, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472199, prevClosePrice=28550, prevOpenInterest=34900
symbol='FINANCIALS', expiryDate='04JUL23', strike='17300', option='PE', LTP=55, LTQ=1840, totalTradedVolume=1840, bestBid=55, bestAsk=60, bestBidQty=2720, bestAskQty=680, openInterest=14040, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471659, prevClosePrice=134160, prevOpenInterest=66480
symbol='MAINIDX', expiryDate='27JUL23', strike='18250', option='PE', LTP=7440, LTQ=400, totalTradedVolume=400, bestBid=7380, bestAsk=7420, bestBidQty=1050, bestAskQty=1550, openInterest=192850, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472430, prevClosePrice=37100, prevOpenInterest=32450
symbol='ALLBANKS', expiryDate='06JUL23', strike='45000', option='PE', LTP=99065, LTQ=8450, totalTradedVolume=8450, bestBid=98850, bestAsk=99040, bestBidQty=25, bestAskQty=125, openInterest=93625, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472592, prevClosePrice=46725, prevOpenInterest=19600
symbol='MAINIDX', expiryDate='06JUL23', strike='19300', option='PE', LTP=72000, LTQ=0, totalTradedVolume=0, bestBid=72345, bestAsk=73065, bestBidQty=450, bestAskQty=50, openInterest=600, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472068, prevClosePrice=24450, prevOpenInterest=23050
symbol='MAINIDX', expiryDate='06JUL23', strike='18650', option='CE', LTP=5110, LTQ=621100, totalTradedVolume=621100, bestBid=5115, bestAsk=5120, bestBidQty=1000, bestAskQty=100, openInterest=3815550, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472714, prevClosePrice=552150, prevOpenInterest=672700
symbol='ALLBANKS', expiryDate='27JUL23', strike='42900', option='CE', LTP=145870, LTQ=0, totalTradedVolume=0, bestBid=138155, bestAsk=141650, bestBidQty=300, bestAskQty=25, openInterest=3050, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=473006, prevClosePrice=9000, prevOpenInterest=5825
symbol='MAINIDX', expiryDate='27JUL23', strike='14000', option='CE', LTP=459370, LTQ=0, totalTradedVolume=0, bestBid=459905, bestAsk=463314, bestBidQty=450, bestAskQty=550, openInterest=103400, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472666, prevClosePrice=5200, prevOpenInterest=3350
symbol='ALLBANKS', expiryDate='06JUL23', strike='43900', option='PE', LTP=21445, LTQ=844700, totalTradedVolume=844700, bestBid=21405, bestAsk=21450, bestBidQty=225, bestAskQty=25, openInterest=2312725, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472491, prevClosePrice=406450, prevOpenInterest=375325
symbol='ALLBANKS', expiryDate='31AUG23', strike='43600', option='CE', LTP=125000, LTQ=0, totalTradedVolume=0, bestBid=120459, bestAsk=124705, bestBidQty=15, bestAskQty=15, openInterest=1620, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472014, prevClosePrice=2310, prevOpenInterest=2295
symbol='MAINIDX', expiryDate='27JUL23', strike='18300', option='CE', LTP=42100, LTQ=150, totalTradedVolume=150, bestBid=42135, bestAsk=42275, bestBidQty=50, bestAskQty=300, openInterest=1049500, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472600, prevClosePrice=47450, prevOpenInterest=28350
symbol='ALLBANKS', expiryDate='06JUL23', strike='43500', option='CE', LTP=63250, LTQ=44125, totalTradedVolume=44125, bestBid=62804, bestAsk=62940, bestBidQty=100, bestAskQty=75, openInterest=385675, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471547, prevClosePrice=109725, prevOpenInterest=64975
symbol='ALLBANKS', expiryDate='31AUG23', strike='45300', option='PE', LTP=142695, LTQ=0, totalTradedVolume=0, bestBid=0, bestAsk=153320, bestBidQty=0, bestAskQty=15, openInterest=0, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471487, prevClosePrice=0, prevOpenInterest=930
symbol='MAINIDX', expiryDate='28SEP23', strike='16900', option='PE', LTP=4200, LTQ=0, totalTradedVolume=0, bestBid=4200, bestAsk=4200, bestBidQty=0, bestAskQty=0, openInterest=2350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472196, prevClosePrice=2850, prevOpenInterest=100
symbol='ALLBANKS', expiryDate='31AUG23', strike='41000', option='PE', LTP=13430, LTQ=240, totalTradedVolume=240, bestBid=13265, bestAsk=13485, bestBidQty=15, bestAskQty=15, openInterest=101325, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472810, prevClosePrice=6225, prevOpenInterest=6480
symbol='MAINIDX', expiryDate='31AUG23', strike='19000', option='CE', LTP=16400, LTQ=0, totalTradedVolume=0, bestBid=16285, bestAsk=16385, bestBidQty=100, bestAskQty=100, openInterest=849350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472545, prevClosePrice=43100, prevOpenInterest=30450
symbol='MAINIDX', expiryDate='06JUL23', strike='17150', option='CE', LTP=145800, LTQ=0, totalTradedVolume=0, bestBid=141070, bestAsk=142905, bestBidQty=1300, bestAskQty=100, openInterest=800, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471646, prevClosePrice=13250, prevOpenInterest=12250
symbol='MAINIDX', expiryDate='27JUL23', strike='15500', option='CE', LTP=306175, LTQ=50, totalTradedVolume=50, bestBid=310215, bestAsk=312245, bestBidQty=800, bestAskQty=100, openInterest=40725, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471771, prevClosePrice=16000, prevOpenInterest=9550
symbol='MAINIDX', expiryDate='28DEC23', strike='17500', option='CE', LTP=180780, LTQ=0, totalTradedVolume=0, bestBid=177410, bestAsk=179060, bestBidQty=100, bestAskQty=200, openInterest=181100, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471991, prevClosePrice=2250, prevOpenInterest=400
symbol='ALLBANKS', expiryDate='20JUL23', strike='45300', option='PE', LTP=139020, LTQ=0, totalTradedVolume=0, bestBid=139020, bestAsk=139020, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471467, prevClosePrice=0, prevOpenInterest=25
symbol='MAINIDX', expiryDate='13JUL23', strike='17200', option='PE', LTP=265, LTQ=50, totalTradedVolume=50, bestBid=260, bestAsk=270, bestBidQty=1850, bestAskQty=2500, openInterest=16250, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471779, prevClosePrice=162300, prevOpenInterest=20250
symbol='FINANCIALS', expiryDate='04JUL23', strike='18800', option='PE', LTP=240, LTQ=180080, totalTradedVolume=180080, bestBid=240, bestAsk=245, bestBidQty=16880, bestAskQty=7520, openInterest=1581760, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472640, prevClosePrice=498440, prevOpenInterest=222280
symbol='MAINIDX', expiryDate='31AUG23', strike='16600', option='PE', LTP=1500, LTQ=0, totalTradedVolume=0, bestBid=1500, bestAsk=1500, bestBidQty=0, bestAskQty=0, openInterest=8850, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471945, prevClosePrice=20900, prevOpenInterest=10850
symbol='MAINIDX', expiryDate='27JUL23', strike='19800', option='CE', LTP=560, LTQ=0, totalTradedVolume=0, bestBid=550, bestAsk=565, bestBidQty=1550, bestAskQty=700, openInterest=340800, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472809, prevClosePrice=62200, prevOpenInterest=37950
symbol='FINANCIALS', expiryDate='04JUL23', strike='20200', option='PE', LTP=74425, LTQ=0, totalTradedVolume=0, bestBid=78880, bestAsk=80480, bestBidQty=40, bestAskQty=1800, openInterest=0, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471552, prevClosePrice=11000, prevOpenInterest=14040
symbol='ALLBANKS', expiryDate='06JUL23', strike='40700', option='CE', LTP=340000, LTQ=0, totalTradedVolume=0, bestBid=319845, bestAsk=343355, bestBidQty=750, bestAskQty=750, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472695, prevClosePrice=5425, prevOpenInterest=5425
symbol='MAINIDX', expiryDate='27JUN24', strike='17000', option='PE', LTP=34080, LTQ=0, totalTradedVolume=0, bestBid=34080, bestAsk=34080, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472321, prevClosePrice=3250, prevOpenInterest=200
symbol='MAINIDX', expiryDate='31AUG23', strike='19400', option='PE', LTP=71975, LTQ=0, totalTradedVolume=0, bestBid=69390, bestAsk=73680, bestBidQty=50, bestAskQty=50, openInterest=3350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472608, prevClosePrice=4800, prevOpenInterest=2200
symbol='FINANCIALS', expiryDate='11JUL23', strike='19500', option='PE', LTP=18200, LTQ=120, totalTradedVolume=120, bestBid=17545, bestAsk=18920, bestBidQty=80, bestAskQty=2120, openInterest=1640, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472833, prevClosePrice=6440, prevOpenInterest=5240
symbol='MAINIDX', expiryDate='28DEC23', strike='16000', option='CE', LTP=307500, LTQ=0, totalTradedVolume=0, bestBid=304080, bestAsk=308325, bestBidQty=150, bestAskQty=50, openInterest=45500, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=473003, prevClosePrice=900, prevOpenInterest=500
symbol='MAINIDX', expiryDate='13JUL23', strike='18250', option='PE', LTP=3335, LTQ=4300, totalTradedVolume=4300, bestBid=3304, bestAsk=3325, bestBidQty=1000, bestAskQty=50, openInterest=207850, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472779, prevClosePrice=60100, prevOpenInterest=46700
symbol='FINANCIALS', expiryDate='04JUL23', strike='18400', option='CE', LTP=99915, LTQ=0, totalTradedVolume=0, bestBid=99345, bestAsk=102725, bestBidQty=80, bestAskQty=160, openInterest=17440, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=473004, prevClosePrice=9000, prevOpenInterest=10280
symbol='ALLBANKS', expiryDate='13JUL23', strike='41800', option='PE', LTP=42445, LTQ=0, totalTradedVolume=0, bestBid=1510, bestAsk=6120, bestBidQty=25, bestAskQty=25, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472457, prevClosePrice=3850, prevOpenInterest=4400
symbol='MAINIDX', expiryDate='27JUL23', strike='19350', option='CE', LTP=900, LTQ=100, totalTradedVolume=100, bestBid=900, bestAsk=910, bestBidQty=800, bestAskQty=200, openInterest=69350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472768, prevClosePrice=59550, prevOpenInterest=30550
symbol='FINANCIALS', expiryDate='04JUL23', strike='18350', option='PE', LTP=100, LTQ=0, totalTradedVolume=0, bestBid=100, bestAsk=105, bestBidQty=4080, bestAskQty=8960, openInterest=45280, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471971, prevClosePrice=217280, prevOpenInterest=147520
symbol='MAINIDX', expiryDate='06JUL23', strike='17550', option='PE', LTP=210, LTQ=8100, totalTradedVolume=8100, bestBid=204, bestAsk=210, bestBidQty=15650, bestAskQty=21250, openInterest=474200, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472439, prevClosePrice=375700, prevOpenInterest=98250
symbol='MAINIDX', expiryDate='13JUL23', strike='18700', option='PE', LTP=18125, LTQ=2250, totalTradedVolume=2250, bestBid=18140, bestAsk=18190, bestBidQty=400, bestAskQty=50, openInterest=108800, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472270, prevClosePrice=30600, prevOpenInterest=34700
symbol='ALLBANKS', expiryDate='13JUL23', strike='44200', option='CE', LTP=33645, LTQ=3450, totalTradedVolume=3450, bestBid=33650, bestAsk=33780, bestBidQty=125, bestAskQty=25, openInterest=104375, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472109, prevClosePrice=25550, prevOpenInterest=28000
symbol='ALLBANKS', expiryDate='13JUL23', strike='48500', option='CE', LTP=630, LTQ=0, totalTradedVolume=0, bestBid=540, bestAsk=615, bestBidQty=125, bestAskQty=100, openInterest=7700, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472218, prevClosePrice=29300, prevOpenInterest=3150
symbol='', expiryDate='', strike='', option='', LTP=1854325, LTQ=0, totalTradedVolume=0, bestBid=0, bestAsk=0, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:23 IST 2023, sequence=473063, prevClosePrice=1848775, prevOpenInterest=0
symbol='', expiryDate='', strike='', option='', LTP=1938740, LTQ=0, totalTradedVolume=0, bestBid=0, bestAsk=0, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:23 IST 2023, sequence=473064, prevClosePrice=1932270, prevOpenInterest=0
symbol='', expiryDate='', strike='', option='', LTP=4396770, LTQ=0, totalTradedVolume=0, bestBid=0, bestAsk=0, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:23 IST 2023, sequence=473065, prevClosePrice=4379020, prevOpenInterest=0
symbol='', expiryDate='', strike='', option='', LTP=786000, LTQ=0, totalTradedVolume=0, bestBid=0, bestAsk=0, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:23 IST 2023, sequence=473066, prevClosePrice=759205, prevOpenInterest=0
symbol='ALLBANKS', expiryDate='20JUL23', strike='38000', option='CE', LTP=638000, LTQ=0, totalTradedVolume=0, bestBid=638000, bestAsk=638000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473067, prevClosePrice=0, prevOpenInterest=0
symbol='FINANCIALS', expiryDate='18JUL23', strike='18750', option='PE', LTP=10095, LTQ=0, totalTradedVolume=0, bestBid=10095, bestAsk=10095, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473068, prevClosePrice=0, prevOpenInterest=0
symbol='MAINIDX', expiryDate='31AUG23', strike='18950', option='PE', LTP=40600, LTQ=0, totalTradedVolume=0, bestBid=0, bestAsk=0, bestBidQty=0, bestAskQty=0, openInterest=6100, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473069, prevClosePrice=0, prevOpenInterest=0
symbol='MAINIDX', expiryDate='28SEP23', strike='18850', option='PE', LTP=39950, LTQ=0, totalTradedVolume=0, bestBid=39950, bestAsk=39950, bestBidQty=0, bestAskQty=0, openInterest=3350, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473070, prevClosePrice=0, prevOpenInterest=0
symbol='MAINIDX', expiryDate='28SEP23', strike='18950', option='PE', LTP=47875, LTQ=0, totalTradedVolume=0, bestBid=0, bestAsk=0, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473071, prevClosePrice=0, prevOpenInterest=0
symbol='MAINIDX', expiryDate='26OCT23', strike='14000', option='CE', LTP=358700, LTQ=0, totalTradedVolume=0, bestBid=358700, bestAsk=358700, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473072, prevClosePrice=0, prevOpenInterest=100
symbol='MAINIDX', expiryDate='31DEC26', strike='19000', option='CE', LTP=320000, LTQ=0, totalTradedVolume=0, bestBid=320000, bestAsk=320000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473073, prevClosePrice=0, prevOpenInterest=100
symbol='FINANCIALS', expiryDate='29AUG23', strike='19000', option='PE', LTP=40300, LTQ=0, totalTradedVolume=0, bestBid=40300, bestAsk=40300, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473074, prevClosePrice=0, prevOpenInterest=120
symbol='FINANCIALS', expiryDate='29AUG23', strike='19500', option='CE', LTP=77310, LTQ=0, totalTradedVolume=0, bestBid=77310, bestAsk=77310, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473075, prevClosePrice=0, prevOpenInterest=120
symbol='MAINIDX', expiryDate='24JUN27', strike='19000', option='CE', LTP=370125, LTQ=0, totalTradedVolume=0, bestBid=370125, bestAsk=370125, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473076, prevClosePrice=0, prevOpenInterest=150
symbol='FINANCIALS', expiryDate='25JUL23', strike='19450', option='PE', LTP=46400, LTQ=0, totalTradedVolume=0, bestBid=46400, bestAsk=46400, bestBidQty=0, bestAskQty=0, openInterest=40, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473077, prevClosePrice=0, prevOpenInterest=200
symbol='ALLBANKS', expiryDate='20JUL23', strike='45300', option='PE', LTP=139020, LTQ=0, totalTradedVolume=0, bestBid=139020, bestAsk=139020, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473078, prevClosePrice=0, prevOpenInterest=25
symbol='ALLBANKS', expiryDate='28SEP23', strike='42000', option='CE', LTP=396735, LTQ=0, totalTradedVolume=0, bestBid=0, bestAsk=393900, bestBidQty=0, bestAskQty=15, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473079, prevClosePrice=0, prevOpenInterest=30
symbol='ALLBANKS', expiryDate='03AUG23', strike='44200', option='PE', LTP=135510, LTQ=0, totalTradedVolume=0, bestBid=135510, bestAsk=135510, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473080, prevClosePrice=0, prevOpenInterest=325
symbol='ALLBANKS', expiryDate='03AUG23', strike='44700', option='CE', LTP=96365, LTQ=0, totalTradedVolume=0, bestBid=96365, bestAsk=96365, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473081, prevClosePrice=0, prevOpenInterest=350
symbol='ALLBANKS', expiryDate='26OCT23', strike='39000', option='CE', LTP=470000, LTQ=0, totalTradedVolume=0, bestBid=470000, bestAsk=470000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473082, prevClosePrice=0, prevOpenInterest=50
symbol='MAINIDX', expiryDate='25DEC25', strike='16000', option='CE', LTP=439450, LTQ=0, totalTradedVolume=0, bestBid=439450, bestAsk=439450, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473083, prevClosePrice=0, prevOpenInterest=50
symbol='MAINIDX', expiryDate='25JUN26', strike='12000', option='CE', LTP=720000, LTQ=0, totalTradedVolume=0, bestBid=720000, bestAsk=720000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473084, prevClosePrice=0, prevOpenInterest=50
symbol='MAINIDX', expiryDate='25JUN26', strike='18000', option='CE', LTP=400000, LTQ=0, totalTradedVolume=0, bestBid=400000, bestAsk=400000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473085, prevClosePrice=0, prevOpenInterest=50
symbol='MAINIDX', expiryDate='26JUN25', strike='17000', option='CE', LTP=344000, LTQ=0, totalTradedVolume=0, bestBid=344000, bestAsk=344000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:57:24 IST 2023, sequence=473086, prevClosePrice=0, prevOpenInterest=50
